"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","SEX","AGE","MARST","MARRNO","RACE","RACED","EDUC","EDUCD","SCHLTYPE","DEGFIELD","DEGFIELDD","INCTOT"
2019,201901,226821,2019000167479,7740.0,2019002268211,81808,1,1,7585.2,2,70,1,2,1,100,11,114,1,37,3700,47300
2019,201901,226821,2019000167479,7740.0,2019002268211,81808,1,2,7894.8,1,69,1,2,1,100,10,101,1,33,3301,29100
2019,201901,226976,2019000176509,5418.0,2019002269761,80108,1,1,5263.2,1,73,1,1,1,100,11,114,1,15,1501,76900
2019,201901,226976,2019000176509,5418.0,2019002269761,80108,1,2,5108.4,2,72,1,1,1,100,11,115,1,52,5200,23000
2019,201901,227130,2019000186176,38390.4,2019002271301,81308,1,1,38390.4,2,39,6,0,1,100,3,30,1,0,0,0
2019,201901,227130,2019000186176,38390.4,2019002271301,81308,1,2,40402.8,2,18,6,0,1,100,6,63,2,0,0,10400
2019,201901,227285,2019000194455,10526.4,2019002272851,80108,1,1,10681.2,1,72,1,1,1,100,6,65,1,0,0,24000
2019,201901,227285,2019000194455,10526.4,2019002272851,80108,1,2,10990.8,2,71,1,1,1,100,6,65,1,0,0,372000
2019,201901,227285,2019000194455,10526.4,2019002272851,80108,1,3,28947.6,1,25,6,0,8,818,6,65,1,0,0,40000
2019,201901,227440,2019000203386,11764.8,2019002274401,82008,1,1,11919.6,2,75,5,3,1,100,11,114,1,23,2313,31000
2019,201901,227595,2019000213807,48762.0,2019002275951,81408,1,1,48762.0,1,44,4,1,1,100,6,63,1,0,0,10000
2019,201901,227750,2019000222675,7894.8,2019002277501,80108,1,1,7894.8,2,62,1,1,1,100,6,63,1,0,0,116200
2019,201901,227750,2019000222675,7894.8,2019002277501,80108,1,2,7740.0,1,61,1,1,1,100,6,63,1,0,0,50000
2019,201901,227904,2019000231410,12384.0,2019002279041,70008,1,1,12384.0,2,43,4,1,8,830,8,81,1,0,0,10200
2019,201901,227904,2019000231410,12384.0,2019002279041,70008,1,2,24148.8,1,22,6,0,8,830,7,71,2,0,0,1500
2019,201901,228059,2019000240635,12538.8,2019002280591,60008,1,1,12384.0,1,58,2,3,1,100,6,65,1,0,0,31600
2019,201901,228059,2019000240635,12538.8,2019002280591,60008,1,2,13158.0,2,49,4,1,1,100,10,101,1,60,6000,2020
2019,201901,228214,2019000249610,11764.8,2019002282141,80608,1,1,11610.0,1,46,4,1,5,500,10,101,1,41,4101,67000
2019,201901,228369,2019000259328,28328.4,2019002283691,40008,1,1,28328.4,1,26,1,1,1,100,7,71,1,0,0,100000
2019,201901,228369,2019000259328,28328.4,2019002283691,40008,1,2,8359.2,2,26,1,1,1,100,10,101,1,41,4101,46500
2019,201901,228524,2019000268003,17028.0,2019002285241,81708,1,1,16873.2,1,38,4,1,1,100,10,101,1,62,6206,230000
2019,201901,228678,2019000276676,10836.0,2019002286781,81108,1,1,10836.0,2,80,5,1,1,100,11,114,1,41,4101,62800
2019,201901,228678,2019000276676,10836.0,2019002286781,81108,1,2,10062.0,1,89,4,3,1,100,8,81,1,0,0,19500
2019,201901,228833,2019000286416,16718.4,2019002288331,80208,1,1,16718.4,1,47,4,2,1,100,10,101,1,60,6004,98500
2019,201901,228833,2019000286416,16718.4,2019002288331,80208,1,2,20588.4,2,6,6,0,1,100,1,12,2,0,0,9999999
2019,201901,228988,2019000296167,9288.0,2019002289881,100208,1,1,9133.2,2,77,5,1,7,700,0,2,1,0,0,12600
2019,201901,228988,2019000296167,9288.0,2019002289881,100208,1,2,14706.0,2,52,4,1,7,700,6,63,1,0,0,11000
2019,201901,228988,2019000296167,9288.0,2019002289881,100208,1,3,12693.6,1,19,6,0,7,700,6,63,1,0,0,1500
2019,201901,228988,2019000296167,9288.0,2019002289881,100208,1,4,32972.4,1,17,6,0,7,700,5,50,2,0,0,0
2019,201901,228988,2019000296167,9288.0,2019002289881,100208,1,5,18111.6,1,53,2,1,7,700,6,63,1,0,0,18000
2019,201901,229143,2019000306809,12538.8,2019002291431,80108,1,1,12538.8,2,65,1,1,1,100,7,71,1,0,0,24600
2019,201901,229143,2019000306809,12538.8,2019002291431,80108,1,2,12848.4,1,72,1,3,1,100,6,64,1,0,0,73900
2019,201901,229298,2019000316037,12538.8,2019002292981,81308,1,1,12538.8,1,29,6,0,6,670,11,114,1,55,5501,50000
2019,201901,229452,2019000324912,10371.6,2019002294521,10008,1,1,10371.6,1,28,6,0,1,100,6,63,1,0,0,30000
2019,201901,229607,2019000333906,12074.4,2019002296071,80408,1,1,12074.4,1,79,1,1,1,100,11,114,1,62,6203,137600
2019,201901,229607,2019000333906,12074.4,2019002296071,80408,1,2,12229.2,2,76,1,1,1,100,11,114,1,23,2304,15600
2019,201901,229762,2019000344747,22910.4,2019002297621,410108,1,1,23065.2,1,36,1,1,1,100,10,101,1,49,4901,45000
2019,201901,229762,2019000344747,22910.4,2019002297621,410108,1,2,21207.6,2,37,1,1,1,100,6,64,1,0,0,0
2019,201901,229762,2019000344747,22910.4,2019002297621,410108,1,3,23684.4,2,16,6,0,1,100,4,40,3,0,0,0
2019,201901,229762,2019000344747,22910.4,2019002297621,410108,1,4,20743.2,1,12,6,0,1,100,2,25,3,0,0,9999999
2019,201901,229762,2019000344747,22910.4,2019002297621,410108,1,5,18266.4,2,8,6,0,1,100,1,16,3,0,0,9999999
2019,201901,229762,2019000344747,22910.4,2019002297621,410108,1,6,17956.8,2,5,6,0,1,100,0,2,1,0,0,9999999
2019,201901,229762,2019000344747,22910.4,2019002297621,410108,1,7,22136.4,1,3,6,0,1,100,0,2,1,0,0,9999999
2019,201901,229917,2019000354141,10371.6,2019002299171,81108,1,1,10371.6,1,48,1,1,1,100,10,101,1,55,5501,490000
2019,201901,229917,2019000354141,10371.6,2019002299171,81108,1,2,9288.0,2,54,1,1,1,100,10,101,1,61,6107,0
2019,201901,229917,2019000354141,10371.6,2019002299171,81108,1,3,11300.4,2,18,6,0,1,100,5,50,3,0,0,800
2019,201901,229917,2019000354141,10371.6,2019002299171,81108,1,4,8823.6,2,16,6,0,1,100,4,40,3,0,0,2000
2019,201901,229917,2019000354141,10371.6,2019002299171,81108,1,5,11919.6,1,14,6,0,1,100,2,25,2,0,0,9999999
2019,201901,230072,2019000365353,7120.8,2019002300721,80008,1,1,7120.8,1,37,1,1,1,100,0,2,1,0,0,22000
2019,201901,230072,2019000365353,7120.8,2019002300721,80008,1,2,6811.2,2,31,1,1,1,100,6,64,1,0,0,0
2019,201901,230072,2019000365353,7120.8,2019002300721,80008,1,3,7430.4,1,9,6,0,1,100,1,15,2,0,0,9999999
2019,201901,230072,2019000365353,7120.8,2019002300721,80008,1,4,7585.2,2,3,6,0,1,100,0,2,1,0,0,9999999
2019,201901,230226,2019000375260,9288.0,2019002302261,100108,1,1,9288.0,1,57,1,1,1,100,11,114,1,23,2314,79000
2019,201901,230226,2019000375260,9288.0,2019002302261,100108,1,2,9907.2,2,55,1,2,1,100,11,114,1,34,3402,92000
2019,201901,230381,2019000384932,14241.6,2019002303811,410608,1,1,14241.6,2,51,4,1,1,100,10,101,1,52,5200,134000
2019,201901,230381,2019000384932,14241.6,2019002303811,410608,1,2,15170.4,1,42,4,2,1,100,8,81,2,0,0,40000
2019,201901,230381,2019000384932,14241.6,2019002303811,410608,1,3,23374.8,1,20,6,0,1,100,6,65,1,0,0,25000
2019,201901,230536,2019000393995,10216.8,2019002305361,410308,1,1,10216.8,2,50,1,3,2,200,6,64,1,0,0,9200
2019,201901,230536,2019000393995,10216.8,2019002305361,410308,1,2,8514.0,1,55,1,3,1,100,8,81,1,0,0,33900
2019,201901,230536,2019000393995,10216.8,2019002305361,410308,1,3,10216.8,2,20,6,0,8,801,6,64,1,0,0,0
2019,201901,230536,2019000393995,10216.8,2019002305361,410308,1,4,17337.6,1,20,6,0,8,801,5,50,1,0,0,13500
2019,201901,230536,2019000393995,10216.8,2019002305361,410308,1,5,8359.2,1,13,6,0,2,200,2,26,2,0,0,9999999
2019,201901,230691,2019000403623,10216.8,2019002306911,80408,1,1,10371.6,1,70,1,1,1,100,6,63,1,0,0,35000
2019,201901,230691,2019000403623,10216.8,2019002306911,80408,1,2,11300.4,2,69,1,1,1,100,10,101,1,62,6201,80000
2019,201901,230691,2019000403623,10216.8,2019002306911,80408,1,3,10990.8,1,1,6,0,1,100,0,1,0,0,0,9999999
2019,201901,230846,2019000412432,24458.4,2019002308461,80308,1,1,24613.2,2,20,6,0,1,100,7,71,2,0,0,37000
2019,201901,231000,2019000422247,8823.6,2019002310001,100108,1,1,8823.6,1,38,1,1,1,100,7,71,1,0,0,2400
2019,201901,231000,2019000422247,8823.6,2019002310001,100108,1,2,9133.2,2,37,1,1,1,100,10,101,1,62,6201,45000
2019,201901,231000,2019000422247,8823.6,2019002310001,100108,1,3,9288.0,2,4,6,0,1,100,1,12,2,0,0,9999999
2019,201901,231000,2019000422247,8823.6,2019002310001,100108,1,4,8668.8,1,4,6,0,1,100,1,12,2,0,0,9999999
2019,201901,231155,2019000431162,12693.6,2019002311551,80508,1,1,12693.6,1,68,1,2,1,100,8,81,1,0,0,50700
2019,201901,231155,2019000431162,12693.6,2019002311551,80508,1,2,10371.6,2,77,1,2,8,802,7,71,1,0,0,150000
2019,201901,231155,2019000431162,12693.6,2019002311551,80508,1,3,20433.6,1,30,6,0,1,100,4,40,1,0,0,15000
2019,201901,231155,2019000431162,12693.6,2019002311551,80508,1,4,15170.4,2,17,6,0,8,812,5,50,2,0,0,0
2019,201901,231155,2019000431162,12693.6,2019002311551,80508,1,5,27090.0,2,58,4,1,8,802,6,64,1,0,0,26900
2019,201901,231310,2019000440109,9752.4,2019002313101,81908,1,1,9597.6,1,31,6,0,1,100,10,101,1,52,5200,84000
2019,201901,231465,2019000448348,22291.2,2019002314651,410108,1,1,22291.2,1,62,1,1,1,100,11,114,1,24,2401,224000
2019,201901,231465,2019000448348,22291.2,2019002314651,410108,1,2,23529.6,2,62,1,1,1,100,7,71,1,0,0,0
2019,201901,231465,2019000448348,22291.2,2019002314651,410108,1,3,32972.4,2,35,6,0,1,100,10,101,2,23,2300,32030
2019,201901,231620,2019000458952,10216.8,2019002316201,81408,1,1,10216.8,2,37,6,0,1,100,10,101,1,33,3301,75000
2019,201901,231620,2019000458952,10216.8,2019002316201,81408,1,2,8823.6,1,41,4,1,1,100,7,71,2,0,0,40000
2019,201901,231774,2019000467748,10062.0,2019002317741,80208,1,1,10062.0,2,50,6,0,1,100,7,71,1,0,0,40200
2019,201901,231929,2019000476276,7894.8,2019002319291,80408,1,1,7894.8,1,45,1,2,1,100,11,114,1,62,6207,70000
2019,201901,231929,2019000476276,7894.8,2019002319291,80408,1,2,12693.6,2,49,1,1,1,100,11,114,1,60,6003,78000
2019,201901,232084,2019000484972,25387.2,2019002320841,82408,1,1,25387.2,1,43,6,0,1,100,11,114,1,21,2102,235000
2019,201901,232239,2019000494506,17802.0,2019002322391,80208,1,1,17802.0,1,48,1,1,1,100,10,101,1,19,1901,75000
2019,201901,232239,2019000494506,17802.0,2019002322391,80208,1,2,21052.8,2,48,1,1,1,100,10,101,1,23,2304,18000
2019,201901,232239,2019000494506,17802.0,2019002322391,80208,1,3,23529.6,1,15,6,0,1,100,3,30,2,0,0,0
2019,201901,232394,2019000503709,15634.8,2019002323941,80408,1,1,15634.8,2,50,4,2,1,100,10,101,1,62,6203,175000
2019,201901,232394,2019000503709,15634.8,2019002323941,80408,1,2,13622.4,1,17,6,0,1,100,5,50,2,0,0,0
2019,201901,232548,2019000513345,18885.6,2019002325481,80308,1,1,18885.6,1,19,6,0,1,100,7,71,2,0,0,3700
2019,201901,232548,2019000513345,18885.6,2019002325481,80308,1,2,28483.2,1,20,6,0,1,100,7,71,2,0,0,20
2019,201901,232548,2019000513345,18885.6,2019002325481,80308,1,3,21052.8,1,20,6,0,8,826,7,71,2,0,0,0
2019,201901,232548,2019000513345,18885.6,2019002325481,80308,1,4,21052.8,1,19,6,0,1,100,7,71,2,0,0,3000
2019,201901,232703,2019000522686,8668.8,2019002327031,100208,1,1,8823.6,2,60,1,1,1,100,7,71,1,0,0,13200
2019,201901,232703,2019000522686,8668.8,2019002327031,100208,1,2,9442.8,1,63,1,1,1,100,7,71,1,0,0,35600
2019,201901,232858,2019000531670,8359.2,2019002328581,80108,1,1,8514.0,2,52,1,1,1,100,10,101,1,61,6109,0
2019,201901,232858,2019000531670,8359.2,2019002328581,80108,1,2,8204.4,1,58,1,1,1,100,11,116,1,23,2314,490170
2019,201901,232858,2019000531670,8359.2,2019002328581,80108,1,3,8668.8,1,17,6,0,1,100,5,50,2,0,0,0
2019,201901,233013,2019000542121,13312.8,2019002330131,82208,1,1,13312.8,2,51,1,1,1,100,11,114,1,23,2304,62000
2019,201901,233013,2019000542121,13312.8,2019002330131,82208,1,2,12384.0,1,53,1,1,1,100,7,71,1,0,0,130000
2019,201901,233013,2019000542121,13312.8,2019002330131,82208,1,3,20278.8,2,21,6,0,1,100,7,71,2,0,0,0
2019,201901,233013,2019000542121,13312.8,2019002330131,82208,1,4,11145.6,2,17,6,0,1,100,5,50,2,0,0,2000
2019,201901,233013,2019000542121,13312.8,2019002330131,82208,1,5,13932.0,2,14,6,0,1,100,2,25,2,0,0,9999999
2019,201901,233168,2019000550528,9907.2,2019002331681,82108,1,1,9907.2,1,62,1,1,1,100,11,114,1,37,3700,70400
2019,201901,233168,2019000550528,9907.2,2019002331681,82108,1,2,9752.4,2,61,1,1,1,100,10,101,1,23,2300,70000
2019,201901,233168,2019000550528,9907.2,2019002331681,82108,1,3,22291.2,1,34,6,0,1,100,6,63,1,0,0,35000
2019,201901,233322,2019000559012,19195.2,2019002333221,81808,1,1,19195.2,2,57,4,1,1,100,10,101,1,40,4007,69400
2019,201901,233322,2019000559012,19195.2,2019002333221,81808,1,2,16563.6,1,20,6,0,1,100,6,65,1,0,0,29000
2019,201901,233477,2019000568796,2012.4,2019002334771,80008,1,1,2167.2,1,55,1,1,1,100,10,101,1,62,6201,72000
2019,201901,233477,2019000568796,2012.4,2019002334771,80008,1,2,3096.0,2,51,1,2,1,100,8,81,1,0,0,30000
2019,201901,233632,2019000577548,41022.0,2019002336321,81508,1,1,40867.2,1,64,6,0,1,100,6,64,1,0,0,17600
2019,201901,233787,2019000587083,10216.8,2019002337871,80108,1,1,10216.8,1,69,1,2,1,100,10,101,1,55,5504,410400
2019,201901,233787,2019000587083,10216.8,2019002337871,80108,1,2,11300.4,2,62,1,1,1,100,10,101,1,60,6004,7000
2019,201901,233942,2019000597533,11610.0,2019002339421,410208,1,1,11610.0,2,52,4,1,1,100,10,101,2,19,1902,78000
2019,201901,234096,2019000606488,9288.0,2019002340961,82108,1,1,9288.0,2,88,1,1,1,100,6,65,1,0,0,8800
2019,201901,234096,2019000606488,9288.0,2019002340961,82108,1,2,10681.2,1,93,1,1,1,100,10,101,1,24,2400,124000
2019,201901,234251,2019000618470,7120.8,2019002342511,20008,1,1,7120.8,1,66,1,1,1,100,6,63,1,0,0,44400
2019,201901,234251,2019000618470,7120.8,2019002342511,20008,1,2,6966.0,2,68,1,1,1,100,8,81,1,0,0,32200
2019,201901,234406,2019000628453,11145.6,2019002344061,82208,1,1,11145.6,1,56,1,1,1,100,10,101,1,59,5901,490000
2019,201901,234406,2019000628453,11145.6,2019002344061,82208,1,2,10681.2,2,56,1,2,1,100,10,101,1,21,2105,0
2019,201901,234406,2019000628453,11145.6,2019002344061,82208,1,3,10371.6,1,25,6,0,1,100,10,101,2,50,5007,15000
2019,201901,234561,2019000639435,43653.6,2019002345611,100108,1,1,43808.4,2,87,1,2,1,100,6,65,1,0,0,17600
2019,201901,234561,2019000639435,43653.6,2019002345611,100108,1,2,50000.4,1,75,1,2,1,100,10,101,1,52,5200,6800
2019,201901,234716,2019000649779,2476.8,2019002347161,80008,1,1,2476.8,2,66,5,1,1,100,10,101,1,55,5502,39000
2019,201901,234870,2019000658475,7585.2,2019002348701,10308,1,1,7585.2,1,76,1,2,3,399,8,81,1,0,0,54000
2019,201901,234870,2019000658475,7585.2,2019002348701,10308,1,2,8823.6,2,73,1,3,1,100,6,61,1,0,0,8300
2019,201901,234870,2019000658475,7585.2,2019002348701,10308,1,3,10062.0,1,19,6,0,9,904,6,61,3,0,0,8800
2019,201901,235025,2019000667457,10062.0,2019002350251,81708,1,1,10062.0,2,63,5,1,1,100,7,71,1,0,0,19900
2019,201901,235180,2019000676321,10062.0,2019002351801,100208,1,1,9907.2,2,44,1,1,1,100,6,64,1,0,0,0
2019,201901,235180,2019000676321,10062.0,2019002351801,100208,1,2,3405.6,1,45,1,3,1,100,7,71,1,0,0,48800
2019,201901,235180,2019000676321,10062.0,2019002351801,100208,1,3,10990.8,1,19,6,0,1,100,6,63,1,0,0,27600
2019,201901,235180,2019000676321,10062.0,2019002351801,100208,1,4,7740.0,1,17,6,0,1,100,5,50,2,0,0,0
2019,201901,235335,2019000686704,7740.0,2019002353351,80208,1,1,7740.0,1,48,6,0,1,100,7,71,1,0,0,64000
2019,201901,235490,2019000695765,14551.2,2019002354901,410208,1,1,14706.0,2,60,1,1,1,100,10,101,1,33,3301,28400
2019,201901,235490,2019000695765,14551.2,2019002354901,410208,1,2,17492.4,1,64,1,1,5,500,11,114,1,24,2414,194300
2019,201901,235490,2019000695765,14551.2,2019002354901,410208,1,3,28638.0,2,23,6,0,8,812,10,101,1,52,5200,910
2019,201901,235644,2019000706703,11919.6,2019002356441,80908,1,1,11919.6,2,70,1,1,1,100,11,114,1,61,6102,64600
2019,201901,235644,2019000706703,11919.6,2019002356441,80908,1,2,11300.4,1,75,1,1,1,100,11,114,1,64,6402,53600
2019,201901,235799,2019000716275,65790.0,2019002357991,80208,1,1,65790.0,2,37,2,1,1,100,10,101,1,55,5507,82000
2019,201901,235954,2019000725377,14086.8,2019002359541,81608,1,1,14086.8,1,89,5,1,1,100,6,63,1,0,0,52000
2019,201901,236109,2019000736412,8668.8,2019002361091,10308,1,1,8668.8,1,66,1,1,1,100,11,114,2,19,1902,65000
2019,201901,236109,2019000736412,8668.8,2019002361091,10308,1,2,8978.4,2,61,1,2,1,100,8,81,1,0,0,0
2019,201901,236109,2019000736412,8668.8,2019002361091,10308,1,3,8668.8,1,36,6,0,1,100,11,114,1,52,5200,34000
2019,201901,236264,2019000746111,9597.6,2019002362641,81908,1,1,9442.8,2,63,1,1,1,100,11,114,1,23,2311,51890
2019,201901,236264,2019000746111,9597.6,2019002362641,81908,1,2,10062.0,1,67,1,1,1,100,11,114,1,33,3301,49800
2019,201901,236418,2019000754821,8514.0,2019002364181,10308,1,1,8514.0,2,54,4,1,1,100,10,101,1,36,3600,67700
2019,201901,236573,2019000763265,4798.8,2019002365731,70008,1,1,4798.8,2,66,4,1,1,100,6,63,1,0,0,26400
2019,201901,236728,2019000772414,4024.8,2019002367281,10008,1,1,3870.0,2,73,5,2,1,100,8,81,1,0,0,25800
2019,201901,236883,2019000781582,34365.6,2019002368831,410208,1,1,34365.6,2,23,6,0,1,100,7,71,1,0,0,24400
2019,201901,237038,2019000791278,8359.2,2019002370381,80408,1,1,8359.2,1,54,6,0,1,100,10,101,1,24,2414,71800
2019,201901,237192,2019000800955,8823.6,2019002371921,80208,1,1,8823.6,1,49,1,1,6,643,6,63,1,0,0,60000
2019,201901,237192,2019000800955,8823.6,2019002371921,80208,1,2,4798.8,2,47,1,1,6,643,6,63,1,0,0,42000
2019,201901,237192,2019000800955,8823.6,2019002371921,80208,1,3,6966.0,1,11,6,0,6,643,2,22,2,0,0,9999999
2019,201901,237192,2019000800955,8823.6,2019002371921,80208,1,4,11145.6,2,8,6,0,6,643,1,15,2,0,0,9999999
2019,201901,237347,2019000810917,19659.6,2019002373471,410608,1,1,19659.6,1,54,1,1,1,100,11,114,1,62,6207,140000
2019,201901,237347,2019000810917,19659.6,2019002373471,410608,1,2,17492.4,2,51,1,1,1,100,10,101,1,19,1901,55000
2019,201901,237502,2019000820279,9752.4,2019002375021,70008,1,1,9907.2,2,62,1,2,1,100,7,71,1,0,0,35000
2019,201901,237502,2019000820279,9752.4,2019002375021,70008,1,2,10836.0,1,64,1,1,1,100,10,101,1,60,6000,3500
2019,201901,237657,2019000829731,14241.6,2019002376571,82008,1,1,14086.8,1,82,5,1,1,100,10,101,1,24,2419,103000
2019,201901,237812,2019000839736,2476.8,2019002378121,10008,1,1,2476.8,2,44,1,1,1,100,11,114,1,23,2304,44000
2019,201901,237812,2019000839736,2476.8,2019002378121,10008,1,2,3250.8,1,45,1,1,1,100,6,63,1,0,0,100000
2019,201901,237812,2019000839736,2476.8,2019002378121,10008,1,3,2167.2,1,12,6,0,1,100,2,22,2,0,0,9999999
2019,201901,237966,2019000848504,20278.8,2019002379661,81108,1,1,20278.8,1,35,1,1,1,100,10,101,1,26,2602,50000
2019,201901,237966,2019000848504,20278.8,2019002379661,81108,1,2,18885.6,2,34,1,1,1,100,10,101,1,62,6211,26000
2019,201901,237966,2019000848504,20278.8,2019002379661,81108,1,3,23839.2,2,2,6,0,1,100,0,1,0,0,0,9999999
2019,201901,238121,2019000857966,22600.8,2019002381211,100108,1,1,22600.8,1,34,1,1,1,100,10,101,1,60,6007,24000
2019,201901,238121,2019000857966,22600.8,2019002381211,100108,1,2,18576.0,2,35,1,1,1,100,7,71,2,0,0,16200
2019,201901,238276,2019000867144,6346.8,2019002382761,82208,1,1,6346.8,1,58,1,1,1,100,11,114,1,24,2400,183000
2019,201901,238276,2019000867144,6346.8,2019002382761,82208,1,2,5727.6,2,54,1,1,1,100,8,81,1,0,0,0
2019,201901,238276,2019000867144,6346.8,2019002382761,82208,1,3,6966.0,2,25,6,0,1,100,10,101,1,23,2310,55000
2019,201901,238431,2019000875513,26316.0,2019002384311,81508,1,1,26316.0,2,47,6,0,2,200,6,63,1,0,0,0
2019,201901,238431,2019000875513,26316.0,2019002384311,81508,1,2,22446.0,2,24,6,0,2,200,0,2,1,0,0,0
2019,201901,238431,2019000875513,26316.0,2019002384311,81508,1,3,22600.8,1,21,6,0,2,200,6,64,1,0,0,0
2019,201901,238431,2019000875513,26316.0,2019002384311,81508,1,4,22136.4,2,18,6,0,2,200,6,63,1,0,0,3400
2019,201901,238431,2019000875513,26316.0,2019002384311,81508,1,5,31734.0,2,47,6,0,2,200,0,2,1,0,0,0
2019,201901,238431,2019000875513,26316.0,2019002384311,81508,1,6,25232.4,2,6,6,0,2,200,1,16,2,0,0,9999999
2019,201901,238431,2019000875513,26316.0,2019002384311,81508,1,7,22136.4,1,6,6,0,2,200,1,14,2,0,0,9999999
2019,201901,238431,2019000875513,26316.0,2019002384311,81508,1,8,27864.0,1,3,6,0,2,200,1,11,2,0,0,9999999
2019,201901,238586,2019000884676,19195.2,2019002385861,10008,1,1,19195.2,1,48,6,0,1,100,10,101,1,21,2102,5800
2019,201901,238740,2019000896159,5418.0,2019002387401,100108,1,1,5263.2,2,83,5,1,1,100,6,64,1,0,0,15000
2019,201901,238895,2019000905573,4179.6,2019002388951,10008,1,1,4024.8,2,38,3,1,1,100,6,63,1,0,0,12500
2019,201901,238895,2019000905573,4179.6,2019002388951,10008,1,2,4798.8,1,17,2,1,1,100,4,40,2,0,0,0
2019,201901,238895,2019000905573,4179.6,2019002388951,10008,1,3,4644.0,1,16,6,0,1,100,4,40,2,0,0,0
2019,201901,238895,2019000905573,4179.6,2019002388951,10008,1,4,3250.8,1,14,6,0,1,100,2,25,2,0,0,9999999
2019,201901,238895,2019000905573,4179.6,2019002388951,10008,1,5,2786.4,2,11,6,0,1,100,1,17,2,0,0,9999999
2019,201901,239050,2019000916588,11764.8,2019002390501,410508,1,1,11764.8,2,71,5,2,1,100,6,65,1,0,0,65000
2019,201901,239205,2019000926307,9907.2,2019002392051,82408,1,1,9907.2,1,44,1,2,1,100,6,63,1,0,0,100000
2019,201901,239205,2019000926307,9907.2,2019002392051,82408,1,2,9907.2,2,44,1,2,1,100,11,114,1,23,2304,58000
2019,201901,239205,2019000926307,9907.2,2019002392051,82408,1,3,9133.2,1,15,6,0,1,100,3,30,2,0,0,300
2019,201901,239205,2019000926307,9907.2,2019002392051,82408,1,4,10371.6,2,12,6,0,1,100,2,23,2,0,0,9999999
2019,201901,239360,2019000936411,38854.8,2019002393601,80608,1,1,38854.8,1,57,6,0,1,100,8,81,1,0,0,95030
2019,201901,239514,2019000945876,7894.8,2019002395141,82008,1,1,7894.8,2,62,1,2,1,100,10,101,1,62,6203,155000
2019,201901,239514,2019000945876,7894.8,2019002395141,82008,1,2,7894.8,1,68,1,3,1,100,10,101,1,62,6212,5000
2019,201901,239669,2019000954834,9752.4,2019002396691,81908,1,1,9752.4,2,70,6,0,1,100,6,63,1,0,0,48300
2019,201901,239824,2019000964948,11145.6,2019002398241,81808,1,1,10990.8,1,87,1,2,1,100,7,71,1,0,0,53400
2019,201901,239824,2019000964948,11145.6,2019002398241,81808,1,2,12384.0,2,78,1,3,1,100,10,101,1,62,6203,33400
2019,201901,239979,2019000974666,11455.2,2019002399791,82108,1,1,11455.2,2,58,1,1,1,100,7,71,1,0,0,0
2019,201901,239979,2019000974666,11455.2,2019002399791,82108,1,2,9907.2,1,58,1,1,1,100,11,114,1,24,2414,150000
2019,201901,239979,2019000974666,11455.2,2019002399791,82108,1,3,22291.2,1,27,6,0,1,100,10,101,1,60,6004,20000
2019,201901,240134,2019000984698,9752.4,2019002401341,81708,1,1,9752.4,1,62,1,1,1,100,6,63,1,0,0,80000
2019,201901,240134,2019000984698,9752.4,2019002401341,81708,1,2,11764.8,2,56,1,3,1,100,8,81,1,0,0,50000
2019,201901,240288,2019000994707,16408.8,2019002402881,70008,1,1,16408.8,2,35,6,0,1,100,6,64,1,0,0,5000
2019,201901,240288,2019000994707,16408.8,2019002402881,70008,1,2,15634.8,1,30,6,0,1,100,0,2,1,0,0,15000
2019,201901,240288,2019000994707,16408.8,2019002402881,70008,1,3,9288.0,1,13,6,0,1,100,2,25,2,0,0,9999999
2019,201901,240288,2019000994707,16408.8,2019002402881,70008,1,4,10526.4,2,6,6,0,1,100,1,12,2,0,0,9999999
2019,201901,240288,2019000994707,16408.8,2019002402881,70008,1,5,10062.0,1,3,6,0,1,100,0,2,1,0,0,9999999
2019,201901,240288,2019000994707,16408.8,2019002402881,70008,1,6,11455.2,2,1,6,0,1,100,0,1,0,0,0,9999999
2019,201901,240443,2019001004923,8668.8,2019002404431,81908,1,1,8668.8,1,35,1,1,1,100,10,101,1,64,6402,115000
2019,201901,240443,2019001004923,8668.8,2019002404431,81908,1,2,8978.4,2,35,1,1,1,100,11,114,1,62,6207,80000
2019,201901,240598,2019001014327,12074.4,2019002405981,30008,1,1,12074.4,2,88,5,1,1,100,6,63,1,0,0,28000
2019,201901,240753,2019001022633,19659.6,2019002407531,82108,1,1,19659.6,1,32,1,1,1,100,10,101,1,62,6203,65000
2019,201901,240753,2019001022633,19659.6,2019002407531,82108,1,2,14241.6,2,31,1,1,1,100,11,114,1,62,6203,85000
2019,201901,240753,2019001022633,19659.6,2019002407531,82108,1,3,10990.8,2,6,6,0,1,100,1,12,2,0,0,9999999
2019,201901,240753,2019001022633,19659.6,2019002407531,82108,1,4,13467.6,1,3,6,0,1,100,0,2,2,0,0,9999999
2019,201901,240908,2019001032169,8668.8,2019002409081,410408,1,1,8514.0,1,57,1,1,1,100,8,81,1,0,0,70050
2019,201901,240908,2019001032169,8668.8,2019002409081,410408,1,2,8978.4,2,59,1,1,1,100,10,101,1,23,2304,530
2019,201901,241062,2019001041745,8049.6,2019002410621,100208,1,1,8049.6,2,46,1,2,1,100,7,71,1,0,0,0
